scope	id	mode	n_landmarks	build_wall_s	peak_rss_kb	disk_bytes	bytes_per_landmark	reads	target
sketch	g126_GCF_019271115_1	fmh_scale_match8_s138	34073	1	184212	847033	24.9		
sketch	g126_GCF_019271115_1	fmh_s200_s200	23689	1	179888	586173	24.7		
sketch	g127_GCA_948886475_1	fmh_scale_match16_s103	37796	1	148064	865856	22.9		
sketch	g127_GCA_948886475_1	fmh_scale_match8_s132	29419	1	142600	672455	22.9		
sketch	g127_GCA_948886475_1	fmh_s200_s200	19379	1	142596	440617	22.7		
sketch	g128_GCA_016927835_1	fmh_scale_match16_s108	69784	2	163636	1629727	23.4		
sketch	g128_GCA_016927835_1	fmh_scale_match8_s131	57634	1	155652	1343790	23.3		
sketch	g128_GCA_016927835_1	fmh_s200_s200	37808	1	144584	876865	23.2		
sketch	g129_GCF_024999605_1	fmh_scale_match16_s111	48070	1	154812	1153408	24.0		
sketch	g129_GCF_024999605_1	fmh_scale_match8_s134	39847	1	147168	954237	23.9		
sketch	g129_GCF_024999605_1	fmh_s200_s200	26674	1	143488	635700	23.8		
sketch	g130_GCA_949461265_1	fmh_scale_match16_s119	27547	1	142048	629474	22.9		
sketch	g130_GCA_949461265_1	fmh_scale_match8_s154	21280	1	140132	484948	22.8		
sketch	g130_GCA_949461265_1	fmh_s200_s200	16443	1	138580	373370	22.7		
sketch	g131_GCA_949413585_1	fmh_scale_match16_s110	34442	1	143384	786235	22.8		
sketch	g131_GCA_949413585_1	fmh_scale_match8_s141	26784	2	141612	609939	22.8		
sketch	g131_GCA_949413585_1	fmh_s200_s200	18834	1	139680	426869	22.7		
sketch	g132_GCF_004214385_1	fmh_scale_match16_s101	48527	1	155924	1171745	24.1		
sketch	g132_GCF_004214385_1	fmh_scale_match8_s120	40834	1	149516	984605	24.1		
sketch	g132_GCF_004214385_1	fmh_s200_s200	24509	1	146932	587162	24.0		
sketch	g133_GCA_949011755_1	fmh_scale_match16_s90	27267	2	141944	632677	23.2		
sketch	g133_GCA_949011755_1	fmh_scale_match8_s118	20763	1	140168	480683	23.2		
sketch	g133_GCA_949011755_1	fmh_s200_s200	12179	1	137480	280090	23.0		
sketch	g134_GCA_949002345_1	fmh_scale_match16_s122	19250	1	137188	438709	22.8		
sketch	g134_GCA_949002345_1	fmh_scale_match8_s149	15735	1	139060	357928	22.7		
sketch	g134_GCA_949002345_1	fmh_s200_s200	11699	1	137844	265156	22.7		
sketch	g135_GCA_002314945_1	fmh_scale_match16_s80	33229	1	142868	763654	23.0		
sketch	g135_GCA_002314945_1	fmh_scale_match8_s101	26346	1	145080	604428	22.9		
sketch	g135_GCA_002314945_1	fmh_s200_s200	13258	1	141504	301659	22.8		
sketch	g136_GCA_964017285_1	fmh_scale_match16_s94	36938	1	144156	847914	23.0		
sketch	g136_GCA_964017285_1	fmh_scale_match8_s121	28547	1	146080	653925	22.9		
sketch	g136_GCA_964017285_1	fmh_s200_s200	17196	1	143208	391329	22.8		
sketch	g137_GCF_001257835_1	fmh_scale_match16_s101	39611	2	147760	958196	24.2		
sketch	g137_GCF_001257835_1	fmh_scale_match8_s119	33577	1	146664	811218	24.2		
sketch	g137_GCF_001257835_1	fmh_s200_s200	19971	1	142296	479493	24.0		
sketch	g138_GCA_037412465_1	fmh_scale_match16_s106	27257	1	143776	627571	23.0		
sketch	g138_GCA_037412465_1	fmh_scale_match8_s127	22810	2	148132	524288	23.0		
sketch	g138_GCA_037412465_1	fmh_s200_s200	14493	1	138080	330989	22.8		
sketch	g139_GCF_025370725_1	fmh_scale_match16_s87	80857	2	164188	1938080	24.0		
sketch	g139_GCF_025370725_1	fmh_scale_match8_s119	59138	2	157664	1413748	23.9		
sketch	g139_GCF_025370725_1	fmh_s200_s200	35151	2	146924	834503	23.7		
sketch	g140_GCA_944390155_1	fmh_scale_match16_s102	19848	2	139848	458450	23.1		
sketch	g140_GCA_944390155_1	fmh_scale_match8_s129	15707	2	138324	361907	23.0		
sketch	g140_GCA_944390155_1	fmh_s200_s200	10330	2	135432	236743	22.9		
sketch	g141_GCA_037424235_1	fmh_scale_match16_s130	11363	2	141104	259998	22.9		
sketch	g141_GCA_037424235_1	fmh_scale_match8_s180	8214	1	134816	187156	22.8		
sketch	g141_GCA_037424235_1	fmh_s200_s200	7373	1	135264	167727	22.7		
sketch	g142_GCA_014804425_1	fmh_scale_match16_s108	30148	2	142820	728499	24.2		
sketch	g142_GCA_014804425_1	fmh_scale_match8_s140	23214	1	142976	559289	24.1		
sketch	g142_GCA_014804425_1	fmh_s200_s200	16283	1	142820	390319	24.0		
sketch	g143_GCA_949502335_1	fmh_scale_match16_s93	19746	2	143872	452654	22.9		
sketch	g143_GCA_949502335_1	fmh_scale_match8_s114	16096	1	138904	368333	22.9		
sketch	g143_GCA_949502335_1	fmh_s200_s200	9137	1	134808	207741	22.7		
sketch	g144_GCA_002005365_1	fmh_scale_match16_s120	22305	2	154976	554850	24.9		
sketch	g144_GCA_002005365_1	fmh_scale_match8_s144	18591	2	154984	461567	24.8		
sketch	g144_GCA_002005365_1	fmh_s200_s200	13510	1	154984	334207	24.7		
sketch	g145_GCA_934320655_1	fmh_scale_match16_s96	30835	1	144176	734322	23.8		
sketch	g145_GCA_934320655_1	fmh_scale_match8_s115	25905	2	142864	615926	23.8		
sketch	g145_GCA_934320655_1	fmh_s200_s200	14829	1	139936	350172	23.6		
sketch	g146_GCA_947425755_1	fmh_scale_match16_s96	21973	2	140468	504016	22.9		
sketch	g146_GCA_947425755_1	fmh_scale_match8_s120	17698	2	139500	405162	22.9		
sketch	g146_GCA_947425755_1	fmh_s200_s200	10637	1	135584	241943	22.7		
sketch	g147_GCA_000437915_1	fmh_scale_match16_s126	11875	1	138980	282527	23.8		
sketch	g147_GCA_000437915_1	fmh_scale_match8_s181	8181	1	138964	193775	23.7		
sketch	g147_GCA_000437915_1	fmh_s200_s200	7367	1	136556	174233	23.7		
sketch	g148_GCF_003044885_1	fmh_scale_match16_s146	14850	2	139600	360759	24.3		
sketch	g148_GCF_003044885_1	fmh_scale_match8_s171	12659	2	141232	307051	24.3		
sketch	g148_GCF_003044885_1	fmh_s200_s200	10858	1	138500	262746	24.2		
sketch	g149_GCF_949069945_1	fmh_scale_match16_s83	29305	1	142412	673371	23.0		
sketch	g149_GCF_949069945_1	fmh_scale_match8_s102	23814	2	140672	546392	22.9		
sketch	g149_GCF_949069945_1	fmh_s200_s200	12211	1	137964	278070	22.8		
sketch	g150_GCA_025543235_1	fmh_scale_match16_s99	25185	1	147368	580157	23.0		
sketch	g150_GCA_025543235_1	fmh_scale_match8_s124	20061	1	139972	461282	23.0		
sketch	g150_GCA_025543235_1	fmh_s200_s200	12406	1	138176	283693	22.9		
sketch	g151_GCA_948865575_1	fmh_scale_match16_s89	22187	2	142392	529925	23.9		
sketch	g151_GCA_948865575_1	fmh_scale_match8_s107	18424	1	140604	439368	23.8		
sketch	g151_GCA_948865575_1	fmh_s200_s200	9822	2	137832	232491	23.7		
sketch	g152_GCA_030727165_1	fmh_scale_match16_s95	39624	1	144984	914459	23.1		
sketch	g152_GCA_030727165_1	fmh_scale_match8_s120	31302	2	145128	721152	23.0		
sketch	g152_GCA_030727165_1	fmh_s200_s200	18778	2	139644	429328	22.9		
sketch	g153_GCA_949283865_1	fmh_scale_match16_s93	21316	1	139700	487378	22.9		
sketch	g153_GCA_949283865_1	fmh_scale_match8_s127	15520	1	138292	354065	22.8		
sketch	g153_GCA_949283865_1	fmh_s200_s200	9904	2	139164	224816	22.7		
sketch	g154_GCA_948893845_1	fmh_scale_match16_s85	29185	1	142496	686558	23.5		
sketch	g154_GCA_948893845_1	fmh_scale_match8_s101	24559	1	141048	576902	23.5		
sketch	g154_GCA_948893845_1	fmh_s200_s200	12332	1	138164	287352	23.3		
sketch	g155_GCA_017419895_1	fmh_scale_match16_s94	17734	2	139196	408324	23.0		
sketch	g155_GCA_017419895_1	fmh_scale_match8_s124	13420	1	137888	308355	23.0		
sketch	g155_GCA_017419895_1	fmh_s200_s200	8416	1	134640	192502	22.9		
sketch	g156_GCF_958433895_1	fmh_scale_match16_s97	20298	2	139764	467064	23.0		
sketch	g156_GCF_958433895_1	fmh_scale_match8_s135	14546	1	138668	333726	22.9		
sketch	g156_GCF_958433895_1	fmh_s200_s200	9835	1	139240	224549	22.8		
sketch	g157_GCA_949280425_1	fmh_scale_match16_s89	49166	2	152800	1125674	22.9		
sketch	g157_GCA_949280425_1	fmh_scale_match8_s115	38118	2	144728	870894	22.8		
sketch	g157_GCA_949280425_1	fmh_s200_s200	21792	2	139788	494632	22.7		
sketch	g158_GCF_001742705_1	fmh_scale_match16_s107	48254	2	153080	1134204	23.5		
sketch	g158_GCF_001742705_1	fmh_scale_match8_s126	40987	2	145704	961979	23.5		
sketch	g158_GCF_001742705_1	fmh_s200_s200	25989	1	141588	606483	23.3		
sketch	g159_GCF_964019865_1	fmh_scale_match16_s106	46284	2	179288	1160135	25.1		
sketch	g159_GCF_964019865_1	fmh_scale_match8_s125	39234	2	179356	982246	25.0		
sketch	g159_GCF_964019865_1	fmh_s200_s200	24725	2	179392	614970	24.9		
sketch	g160_GCF_003981445_1	fmh_scale_match16_s107	45592	2	155560	1062521	23.3		
sketch	g160_GCF_003981445_1	fmh_scale_match8_s126	38701	2	144920	900805	23.3		
sketch	g160_GCF_003981445_1	fmh_s200_s200	24498	2	141208	566839	23.1		
sketch	g161_GCF_006536085_2	fmh_scale_match16_s106	45131	2	179752	1127522	25.0		
sketch	g161_GCF_006536085_2	fmh_scale_match8_s125	38231	2	179716	953848	24.9		
sketch	g161_GCF_006536085_2	fmh_s200_s200	23959	2	179816	593882	24.8		
sketch	g162_GCA_024547185_1	fmh_scale_match16_s107	47466	2	181640	1187060	25.0		
sketch	g162_GCA_024547185_1	fmh_scale_match8_s126	40250	2	181652	1005218	25.0		
sketch	g162_GCA_024547185_1	fmh_s200_s200	25535	1	183132	633788	24.8		
sketch	g163_GCF_000171915_1	fmh_scale_match16_s106	49197	2	155500	1203762	24.5		
sketch	g163_GCF_000171915_1	fmh_scale_match8_s126	41268	1	150776	1008141	24.4		
sketch	g163_GCF_000171915_1	fmh_s200_s200	25962	1	144968	630193	24.3		
sketch	g164_GCA_949064745_1	fmh_scale_match16_s91	31367	1	142824	730223	23.3		
sketch	g164_GCA_949064745_1	fmh_scale_match8_s114	25117	1	143180	583619	23.2		
sketch	g164_GCA_949064745_1	fmh_s200_s200	14376	1	136016	331587	23.1		
sketch	g165_GCF_902505135_1	fmh_scale_match16_s106	49731	2	182916	1251849	25.2		
sketch	g165_GCF_902505135_1	fmh_scale_match8_s126	41910	2	184712	1053701	25.1		
sketch	g165_GCF_902505135_1	fmh_s200_s200	26464	1	182600	661106	25.0		
sketch	g166_GCF_022546555_1	fmh_scale_match16_s107	48647	2	153752	1149554	23.6		
sketch	g166_GCF_022546555_1	fmh_scale_match8_s126	41420	1	147192	977219	23.6		
sketch	g166_GCF_022546555_1	fmh_s200_s200	26302	1	143340	616966	23.5		
sketch	g167_GCF_021568645_1	fmh_scale_match16_s106	48567	2	154492	1165433	24.0		
sketch	g167_GCF_021568645_1	fmh_scale_match8_s125	41166	1	147348	986064	24.0		
sketch	g167_GCF_021568645_1	fmh_s200_s200	25698	1	143448	611782	23.8		
sketch	g168_GCF_916160955_1	fmh_scale_match16_s107	46751	2	153088	1109194	23.7		
sketch	g168_GCF_916160955_1	fmh_scale_match8_s126	39726	1	150860	941232	23.7		
sketch	g168_GCF_916160955_1	fmh_s200_s200	25187	1	142596	593164	23.6		
sketch	g169_GCA_948960965_1	fmh_scale_match16_s89	29856	1	147816	681752	22.8		
sketch	g169_GCA_948960965_1	fmh_scale_match8_s112	23768	1	140756	541801	22.8		
sketch	g169_GCA_948960965_1	fmh_s200_s200	13373	1	138340	302751	22.6		
sketch	g170_GCF_029088405_1	fmh_scale_match16_s107	43964	1	154172	1021190	23.2		
sketch	g170_GCF_029088405_1	fmh_scale_match8_s126	37481	1	146180	869454	23.2		
sketch	g170_GCF_029088405_1	fmh_s200_s200	23754	1	141236	547855	23.1		
sketch	g171_GCF_036502285_1	fmh_scale_match16_s107	46243	2	181264	1169495	25.3		
sketch	g171_GCF_036502285_1	fmh_scale_match8_s126	39258	1	185348	991728	25.3		
sketch	g171_GCF_036502285_1	fmh_s200_s200	24723	1	183312	621204	25.1		
sketch	g172_GCF_003175885_1	fmh_scale_match16_s108	42765	1	145704	999931	23.4		
sketch	g172_GCF_003175885_1	fmh_scale_match8_s126	36637	1	144256	856100	23.4		
sketch	g172_GCF_003175885_1	fmh_s200_s200	23227	1	140236	539963	23.2		
sketch	g173_GCF_012063425_1	fmh_scale_match16_s107	44794	1	152724	1061278	23.7		
sketch	g173_GCF_012063425_1	fmh_scale_match8_s126	38059	1	147168	900216	23.7		
sketch	g173_GCF_012063425_1	fmh_s200_s200	24214	1	143020	569193	23.5		
sketch	g174_GCA_948563135_1	fmh_scale_match16_s111	23385	1	141032	544425	23.3		
sketch	g174_GCA_948563135_1	fmh_scale_match8_s135	19228	2	139332	446844	23.2		
sketch	g174_GCA_948563135_1	fmh_s200_s200	13050	1	137728	301660	23.1		
sketch	g175_GCF_006350365_1	fmh_scale_match16_s107	43591	2	151924	1016808	23.3		
sketch	g175_GCF_006350365_1	fmh_scale_match8_s125	37299	1	148052	868907	23.3		
sketch	g175_GCF_006350365_1	fmh_s200_s200	23385	1	140684	541760	23.2		
sketch	g176_GCA_002308595_1	fmh_scale_match16_s113	15857	1	138920	362971	22.9		
sketch	g176_GCA_002308595_1	fmh_scale_match8_s154	11610	1	138016	264899	22.8		
sketch	g176_GCA_002308595_1	fmh_s200_s200	8855	1	135120	201277	22.7		
sketch	g177_GCF_000327845_2	fmh_scale_match16_s131	15704	1	139108	385284	24.5		
sketch	g177_GCF_000327845_2	fmh_scale_match8_s165	12380	1	138868	303357	24.5		
sketch	g177_GCF_000327845_2	fmh_s200_s200	10229	1	136000	249263	24.4		
sketch	g178_GCA_900553595_1	fmh_scale_match16_s95	20032	1	145488	459439	22.9		
sketch	g178_GCA_900553595_1	fmh_scale_match8_s124	15475	1	138380	354006	22.9		
sketch	g178_GCA_900553595_1	fmh_s200_s200	9644	1	135268	219276	22.7		
sketch	g179_GCF_900030905_1	fmh_scale_match16_s133	15168	1	138960	359829	23.7		
sketch	g179_GCF_900030905_1	fmh_scale_match8_s168	11927	1	138184	282454	23.7		
sketch	g179_GCF_900030905_1	fmh_s200_s200	10043	1	135744	236324	23.5		
sketch	g180_GCA_017442365_1	fmh_scale_match16_s88	21767	1	143456	525260	24.1		
sketch	g180_GCA_017442365_1	fmh_scale_match8_s107	17806	1	140728	429086	24.1		
sketch	g180_GCA_017442365_1	fmh_s200_s200	9479	1	136148	226828	23.9		
sketch	g181_GCF_004331585_1	fmh_scale_match16_s102	50285	2	155892	1208950	24.0		
sketch	g181_GCF_004331585_1	fmh_scale_match8_s122	42023	1	146740	1008690	24.0		
sketch	g181_GCF_004331585_1	fmh_s200_s200	25578	1	140812	610161	23.9		
sketch	g182_GCA_900314185_1	fmh_scale_match16_s90	25449	1	142848	583840	22.9		
sketch	g182_GCA_900314185_1	fmh_scale_match8_s118	19349	1	139228	443058	22.9		
sketch	g182_GCA_900314185_1	fmh_s200_s200	11412	1	137932	259871	22.8		
sketch	g183_GCA_949481365_1	fmh_scale_match16_s94	32641	1	143112	761352	23.3		
sketch	g183_GCA_949481365_1	fmh_scale_match8_s118	26051	1	141532	606451	23.3		
sketch	g183_GCA_949481365_1	fmh_s200_s200	15349	1	138924	354906	23.1		
sketch	g184_GCF_002591935_1	fmh_scale_match16_s96	19877	1	139544	459792	23.1		
sketch	g184_GCF_002591935_1	fmh_scale_match8_s138	13722	1	137740	316337	23.1		
sketch	g184_GCF_002591935_1	fmh_s200_s200	9510	1	134708	218187	22.9		
sketch	g185_GCF_034650295_1	fmh_scale_match16_s109	43204	1	154460	1053509	24.4		
sketch	g185_GCF_034650295_1	fmh_scale_match8_s131	35762	1	152256	870513	24.3		
sketch	g185_GCF_034650295_1	fmh_s200_s200	23311	1	149152	564359	24.2		
sketch	g186_GCF_002038305_1	fmh_scale_match16_s109	42459	1	153324	1032915	24.3		
sketch	g186_GCF_002038305_1	fmh_scale_match8_s131	35113	2	153508	852711	24.3		
sketch	g186_GCF_002038305_1	fmh_s200_s200	22878	1	144432	552449	24.1		
sketch	g187_GCF_018915845_1	fmh_scale_match16_s109	44889	1	154248	1080299	24.1		
sketch	g187_GCF_018915845_1	fmh_scale_match8_s131	37161	1	147204	892717	24.0		
sketch	g187_GCF_018915845_1	fmh_s200_s200	24209	2	144256	578230	23.9		
sketch	g188_GCF_002206125_1	fmh_scale_match16_s109	43560	1	149688	1052925	24.2		
sketch	g188_GCF_002206125_1	fmh_scale_match8_s131	36104	2	150448	871141	24.1		
sketch	g188_GCF_002206125_1	fmh_s200_s200	23535	2	144704	564750	24.0		
sketch	g189_GCA_007133475_1	fmh_scale_match16_s91	28013	1	142004	640217	22.9		
sketch	g189_GCA_007133475_1	fmh_scale_match8_s111	22941	1	140348	523522	22.8		
sketch	g189_GCA_007133475_1	fmh_s200_s200	12709	1	137996	288059	22.7		
sketch	g190_GCA_038114465_1	fmh_scale_match16_s109	28649	1	144212	684315	23.9		
sketch	g190_GCA_038114465_1	fmh_scale_match8_s135	23071	1	142840	549948	23.8		
sketch	g190_GCA_038114465_1	fmh_s200_s200	15572	1	140616	369294	23.7		
sketch	g191_GCA_964003515_1	fmh_scale_match16_s95	38648	2	144220	883459	22.9		
sketch	g191_GCA_964003515_1	fmh_scale_match8_s115	31872	1	142760	727468	22.8		
sketch	g191_GCA_964003515_1	fmh_s200_s200	18385	2	138876	416928	22.7		
sketch	g192_GCA_017424875_1	fmh_scale_match16_s86	18878	2	139616	431644	22.9		
sketch	g192_GCA_017424875_1	fmh_scale_match8_s106	15421	2	138912	352082	22.8		
sketch	g192_GCA_017424875_1	fmh_s200_s200	8145	2	135588	184570	22.7		
sketch	g193_GCA_029060545_1	fmh_scale_match16_s94	21949	2	140500	503748	23.0		
sketch	g193_GCA_029060545_1	fmh_scale_match8_s111	18555	1	139052	425255	22.9		
sketch	g193_GCA_029060545_1	fmh_s200_s200	10341	1	135008	235179	22.7		
sketch	g194_GCA_027485465_1	fmh_scale_match16_s80	21232	2	139804	486284	22.9		
sketch	g194_GCA_027485465_1	fmh_scale_match8_s105	16138	1	138636	368887	22.9		
sketch	g194_GCA_027485465_1	fmh_s200_s200	8443	1	137108	191601	22.7		
sketch	g195_GCA_945865265_1	fmh_scale_match16_s86	17426	1	138664	398148	22.8		
sketch	g195_GCA_945865265_1	fmh_scale_match8_s119	12434	1	137120	283475	22.8		
sketch	g195_GCA_945865265_1	fmh_s200_s200	7354	1	136228	166768	22.7		
sketch	g196_GCF_019720835_1	fmh_scale_match16_s106	45824	2	175972	1140024	24.9		
sketch	g196_GCF_019720835_1	fmh_scale_match8_s126	38479	2	176472	955755	24.8		
sketch	g196_GCF_019720835_1	fmh_s200_s200	24174	2	176080	596521	24.7		
sketch	g197_GCF_002933395_1	fmh_scale_match16_s91	40285	2	150960	985573	24.5		
sketch	g197_GCF_002933395_1	fmh_scale_match8_s111	33051	2	149832	807308	24.4		
sketch	g197_GCF_002933395_1	fmh_s200_s200	18363	1	147668	445428	24.3		
sketch	g198_GCA_949522585_1	fmh_scale_match16_s108	25935	1	141224	606286	23.4		
sketch	g198_GCA_949522585_1	fmh_scale_match8_s131	21443	2	139932	500301	23.3		
sketch	g198_GCA_949522585_1	fmh_s200_s200	14094	1	138488	327057	23.2		
sketch	g199_GCA_039679965_1	fmh_scale_match16_s93	24469	1	140892	569207	23.3		
sketch	g199_GCA_039679965_1	fmh_scale_match8_s122	18583	1	138792	431446	23.2		
sketch	g199_GCA_039679965_1	fmh_s200_s200	11281	2	136984	260809	23.1		
sketch	g200_GCF_029835265_1	fmh_scale_match16_s104	53245	2	156840	1249755	23.5		
sketch	g200_GCF_029835265_1	fmh_scale_match8_s126	44080	2	152620	1032938	23.4		
sketch	g200_GCF_029835265_1	fmh_s200_s200	27530	2	142288	641267	23.3		
sketch	g201_GCA_963625655_1	fmh_scale_match16_s100	16006	2	139300	367593	23.0		
sketch	g201_GCA_963625655_1	fmh_scale_match8_s138	11579	1	138020	265119	22.9		
sketch	g201_GCA_963625655_1	fmh_s200_s200	7998	1	134444	182251	22.8		
sketch	g202_GCA_903844385_1	fmh_scale_match16_s86	32625	1	146612	752094	23.1		
sketch	g202_GCA_903844385_1	fmh_scale_match8_s108	26098	2	141744	600569	23.0		
sketch	g202_GCA_903844385_1	fmh_s200_s200	14071	2	138552	321469	22.8		
sketch	g203_GCA_002363755_1	fmh_scale_match16_s98	31321	2	144292	721340	23.0		
sketch	g203_GCA_002363755_1	fmh_scale_match8_s127	24167	2	141152	555287	23.0		
sketch	g203_GCA_002363755_1	fmh_s200_s200	15284	1	139096	349174	22.8		
sketch	g204_GCA_948774725_1	fmh_scale_match16_s107	20120	2	139392	459857	22.9		
sketch	g204_GCA_948774725_1	fmh_scale_match8_s131	16428	1	139140	374871	22.8		
sketch	g204_GCA_948774725_1	fmh_s200_s200	10746	2	135188	243999	22.7		
sketch	g205_GCF_948789665_1	fmh_scale_match16_s78	26905	2	141800	617353	22.9		
sketch	g205_GCF_948789665_1	fmh_scale_match8_s105	19895	1	139952	455339	22.9		
sketch	g205_GCF_948789665_1	fmh_s200_s200	10569	1	135268	240136	22.7		
sketch	g206_GCA_949422695_1	fmh_scale_match16_s85	25914	1	141416	598885	23.1		
sketch	g206_GCA_949422695_1	fmh_scale_match8_s100	22039	1	140664	508731	23.1		
sketch	g206_GCA_949422695_1	fmh_s200_s200	11003	1	136936	251821	22.9		
sketch	g207_GCA_948565955_1	fmh_scale_match16_s93	19391	1	139828	446057	23.0		
sketch	g207_GCA_948565955_1	fmh_scale_match8_s112	16075	1	138440	369218	23.0		
sketch	g207_GCA_948565955_1	fmh_s200_s200	8991	1	135256	205171	22.8		
sketch	g208_GCA_948603135_1	fmh_scale_match16_s105	14449	1	138768	336996	23.3		
sketch	g208_GCA_948603135_1	fmh_scale_match8_s130	11655	1	141400	271346	23.3		
sketch	g208_GCA_948603135_1	fmh_s200_s200	7563	1	135644	175069	23.1		
sketch	g209_GCA_039817185_1	fmh_scale_match16_s90	61935	1	158320	1453080	23.5		
sketch	g209_GCA_039817185_1	fmh_scale_match8_s114	48978	1	153344	1146731	23.4		
sketch	g209_GCA_039817185_1	fmh_s200_s200	28106	1	144220	653548	23.3		
sketch	g210_GCA_038405435_1	fmh_scale_match16_s113	44259	1	156440	1073727	24.3		
sketch	g210_GCA_038405435_1	fmh_scale_match8_s140	35746	1	145508	865502	24.2		
sketch	g210_GCA_038405435_1	fmh_s200_s200	25145	1	145676	606240	24.1		
sketch	g211_GCA_029007495_1	fmh_scale_match16_s96	22737	2	140376	519941	22.9		
sketch	g211_GCA_029007495_1	fmh_scale_match8_s129	16886	1	138504	385323	22.8		
sketch	g211_GCA_029007495_1	fmh_s200_s200	10939	1	137148	248418	22.7		
sketch	g212_GCA_017396245_1	fmh_scale_match16_s109	23371	1	142380	542168	23.2		
sketch	g212_GCA_017396245_1	fmh_scale_match8_s135	18868	1	139928	436738	23.1		
sketch	g212_GCA_017396245_1	fmh_s200_s200	12669	1	137660	291777	23.0		
sketch	g213_GCF_027668885_1	fmh_scale_match16_s116	25937	1	141608	630593	24.3		
sketch	g213_GCF_027668885_1	fmh_scale_match8_s158	19034	1	141332	461473	24.2		
sketch	g213_GCF_027668885_1	fmh_s200_s200	15041	1	139772	363353	24.2		
sketch	g214_GCF_030715355_1	fmh_scale_match16_s106	56708	2	155728	1356312	23.9		
sketch	g214_GCF_030715355_1	fmh_scale_match8_s129	46556	1	153172	1111681	23.9		
sketch	g214_GCF_030715355_1	fmh_s200_s200	30131	2	142920	715294	23.7		
sketch	g215_GCF_026586505_1	fmh_scale_match16_s106	54155	2	184636	1348166	24.9		
sketch	g215_GCF_026586505_1	fmh_scale_match8_s129	44531	2	184272	1106306	24.8		
sketch	g215_GCF_026586505_1	fmh_s200_s200	28764	1	184628	710439	24.7		
sketch	g216_GCA_947648575_1	fmh_scale_match16_s103	26410	1	141660	608676	23.0		
sketch	g216_GCA_947648575_1	fmh_scale_match8_s153	17781	1	138812	408245	23.0		
sketch	g216_GCA_947648575_1	fmh_s200_s200	13671	1	138388	312706	22.9		
sketch	g217_GCF_024158065_1	fmh_scale_match16_s107	33407	1	143448	766686	22.9		
sketch	g217_GCF_024158065_1	fmh_scale_match8_s128	28024	2	146152	642099	22.9		
sketch	g217_GCF_024158065_1	fmh_s200_s200	17983	1	139404	409630	22.8		
sketch	g218_GCF_964207545_1	fmh_scale_match16_s106	52059	1	153968	1218906	23.4		
sketch	g218_GCF_964207545_1	fmh_scale_match8_s129	42758	1	145888	999205	23.4		
sketch	g218_GCF_964207545_1	fmh_s200_s200	27638	1	141464	642364	23.2		
sketch	g219_GCA_949492765_1	fmh_scale_match16_s92	24127	1	140628	561095	23.3		
sketch	g219_GCA_949492765_1	fmh_scale_match8_s141	15763	1	142008	365633	23.2		
sketch	g219_GCA_949492765_1	fmh_s200_s200	11108	1	139892	256754	23.1		
sketch	g220_GCF_036997805_1	fmh_scale_match16_s107	53734	1	155120	1262387	23.5		
sketch	g220_GCF_036997805_1	fmh_scale_match8_s130	44184	2	152240	1036115	23.5		
sketch	g220_GCF_036997805_1	fmh_s200_s200	28753	2	144316	670458	23.3		
sketch	g221_GCF_038443225_1	fmh_scale_match16_s107	52019	2	155528	1243492	23.9		
sketch	g221_GCF_038443225_1	fmh_scale_match8_s130	42760	2	148164	1020370	23.9		
sketch	g221_GCF_038443225_1	fmh_s200_s200	27785	1	144088	659585	23.7		
sketch	g222_GCF_009877425_1	fmh_scale_match16_s93	41038	1	147148	978016	23.8		
sketch	g222_GCF_009877425_1	fmh_scale_match8_s129	29519	2	141980	701552	23.8		
sketch	g222_GCF_009877425_1	fmh_s200_s200	18954	1	140944	448000	23.6		
sketch	g223_GCF_019334825_1	fmh_scale_match16_s105	54597	1	187476	1357536	24.9		
sketch	g223_GCF_019334825_1	fmh_scale_match8_s127	45215	2	187408	1122290	24.8		
sketch	g223_GCF_019334825_1	fmh_s200_s200	28823	1	187292	710947	24.7		
sketch	g224_GCA_947454055_1	fmh_scale_match16_s92	28864	1	142184	668377	23.2		
sketch	g224_GCA_947454055_1	fmh_scale_match8_s111	23878	1	148388	552094	23.1		
sketch	g224_GCA_947454055_1	fmh_s200_s200	13379	1	137848	307006	22.9		
sketch	g225_GCF_038433245_1	fmh_scale_match16_s106	52683	1	157044	1247538	23.7		
sketch	g225_GCF_038433245_1	fmh_scale_match8_s129	43290	1	146864	1023119	23.6		
sketch	g225_GCF_038433245_1	fmh_s200_s200	28019	1	143860	658422	23.5		
sketch	g226_GCA_963707455_1	fmh_scale_match16_s105	53781	2	185024	1336862	24.9		
sketch	g226_GCA_963707455_1	fmh_scale_match8_s127	44443	2	184928	1102852	24.8		
sketch	g226_GCA_963707455_1	fmh_s200_s200	28279	1	186500	697251	24.7		
sketch	g227_GCF_033949455_1	fmh_scale_match16_s106	49222	2	182396	1224116	24.9		
sketch	g227_GCF_033949455_1	fmh_scale_match8_s129	40419	2	182276	1003431	24.8		
sketch	g227_GCF_033949455_1	fmh_s200_s200	26091	2	184340	644030	24.7		
sketch	g228_GCF_001541345_2	fmh_scale_match16_s88	64557	2	161628	1587641	24.6		
sketch	g228_GCF_001541345_2	fmh_scale_match8_s105	53975	2	156292	1325546	24.6		
sketch	g228_GCF_001541345_2	fmh_s200_s200	28193	2	148264	686913	24.4		
